ticket_id,created_at,resolved_at,week,issue_type,priority,status,system_name,entity,request_channel,assigned_to,resolution_owner,time_spent_hours,sla_target_hours,change_type
TCK-00506,2026-05-29 00:00:00,,2026-W21,Incident,P3,Pending,SAP,ATD,Monitoring,Engineer 04,Engineer 06,8.81,72,NA
TCK-00507,2026-04-20 14:35:00,2026-04-22 04:35:00,2026-W16,Incident,P3,Resolved,MES,AC,Email,Engineer 10,Engineer 10,8.42,72,NA
TCK-00508,2026-06-03 02:00:00,,2026-W22,Incident,P2,In Progress,MES,ATD,Phone,Engineer 14,Engineer 04,2.04,24,NA
TCK-00509,2026-05-16 14:50:00,2026-05-20 00:50:00,2026-W19,Incident,P3,Resolved,Finance System,ATD II,Monitoring,Engineer 01,Engineer 01,7.7,72,NA
TCK-00510,2026-06-02 15:00:00,,2026-W22,Incident,P4,Open,HR System,ATJ,Email,Engineer 07,Engineer 01,14.55,120,NA
TCK-00511,2026-04-04 16:20:00,2026-04-07 01:20:00,2026-W13,Incident,P2,Closed,MES,ATD,Teams,Engineer 15,Engineer 15,3.63,24,NA
TCK-00512,2026-05-02 13:23:00,2026-05-08 09:23:00,2026-W17,Hot Fix,P4,Closed,MES,ATJ,Email,Engineer 14,Engineer 14,15.01,120,NA
TCK-00513,2026-04-08 18:55:00,2026-04-11 08:55:00,2026-W14,Service Request,P2,Resolved,Finance System,AC,Service Portal,Engineer 11,Engineer 11,5.61,24,NA
TCK-00514,2026-05-02 15:54:00,2026-05-06 18:54:00,2026-W17,Incident,P4,Closed,MES,ATD II,Phone,Engineer 01,Engineer 01,12.47,120,NA
TCK-00515,2026-05-30 16:00:00,,2026-W21,Change Request,P4,In Progress,SAP,ATJ,Service Portal,Engineer 08,Engineer 04,4.13,120,Normal Change
TCK-00516,2026-05-31 08:00:00,,2026-W22,Incident,P3,In Progress,API Gateway,ATJ,Phone,Engineer 11,Engineer 15,3.54,72,NA
TCK-00517,2026-03-25 16:23:00,2026-03-29 16:23:00,2026-W12,Change Request,P4,Resolved,API Gateway,AC,Phone,Engineer 14,Engineer 14,32.24,120,Normal Change
TCK-00518,2026-05-31 16:00:00,,2026-W22,Incident,P3,Open,WMS,ATD,Service Portal,Engineer 15,Engineer 14,7.69,72,NA
TCK-00519,2026-06-02 11:00:00,,2026-W22,Service Request,P3,Pending,Finance System,ATJ,Teams,Engineer 16,Engineer 16,3.54,72,NA
TCK-00520,2026-05-05 19:38:00,2026-05-09 04:38:00,2026-W18,Hot Fix,P4,Resolved,SAP,ATD II,Email,Engineer 03,Engineer 03,13.95,120,NA
TCK-00521,2026-04-25 08:57:00,2026-04-27 08:57:00,2026-W16,Incident,P3,Closed,WMS,ATJ,Service Portal,Engineer 05,Engineer 05,16.36,72,NA
TCK-00522,2026-06-02 03:00:00,,2026-W22,Incident,P2,In Progress,MES,AC,Phone,Engineer 14,Engineer 11,3.37,24,NA
TCK-00523,2026-06-03 10:00:00,,2026-W22,Incident,P1,Open,MES,ATD,Phone,Engineer 16,Engineer 06,0.25,8,NA
TCK-00524,2026-06-02 07:00:00,,2026-W22,Incident,P2,Pending,WMS,ATD II,Service Portal,Engineer 18,Engineer 05,2.55,24,NA
TCK-00525,2026-06-03 04:00:00,,2026-W22,Service Request,P2,Open,AP Portal,AC,Teams,Engineer 10,Engineer 07,2.81,24,NA
TCK-00526,2026-06-03 11:00:00,,2026-W22,Change Request,P2,Open,MES,ATJ,Phone,Engineer 12,Engineer 13,4.78,24,Normal Change
TCK-00527,2026-05-01 08:28:00,2026-05-05 10:28:00,2026-W17,Incident,P3,Resolved,API Gateway,ATD,Teams,Engineer 07,Engineer 07,4.4,72,NA
TCK-00528,2026-03-30 08:00:00,2026-04-03 13:00:00,2026-W13,Service Request,P3,Resolved,WMS,AC,Monitoring,Engineer 14,Engineer 14,13.6,72,NA
TCK-00529,2026-05-27 23:00:00,,2026-W21,Incident,P1,Pending,SAP,ATD,Email,Engineer 05,Engineer 08,0.62,8,NA
TCK-00530,2026-06-04 04:00:00,,2026-W22,Incident,P4,Pending,Finance System,ATD II,Monitoring,Engineer 11,Engineer 14,8.68,120,NA
TCK-00531,2026-04-19 15:41:00,2026-04-24 00:41:00,2026-W16,Incident,P3,Closed,API Gateway,ATJ,Service Portal,Engineer 12,Engineer 12,14.15,72,NA
TCK-00532,2026-06-04 08:00:00,,2026-W22,Incident,P2,Pending,API Gateway,ATD II,Service Portal,Engineer 18,Engineer 18,3.77,24,NA
TCK-00533,2026-06-02 10:00:00,,2026-W22,Incident,P2,Open,WMS,ATJ,Phone,Engineer 11,Engineer 03,1.24,24,NA
TCK-00534,2026-06-03 04:00:00,,2026-W22,Incident,P3,Open,AP Portal,ATD,Monitoring,Engineer 04,Engineer 05,7.35,72,NA
TCK-00535,2026-06-02 08:00:00,,2026-W22,Incident,P3,Pending,API Gateway,ATD,Service Portal,Engineer 01,Engineer 06,5.5,72,NA
TCK-00536,2026-04-18 14:33:00,2026-04-19 15:33:00,2026-W15,Change Request,P3,Closed,SAP,ATD,Phone,Engineer 12,Engineer 12,14.52,72,Standard Change
TCK-00537,2026-06-03 02:00:00,,2026-W22,Service Request,P3,Open,SAP,ATJ,Teams,Engineer 07,Engineer 18,10.09,72,NA
TCK-00538,2026-03-31 19:14:00,2026-04-04 15:14:00,2026-W13,Incident,P3,Resolved,Quality System,ATD II,Phone,Engineer 02,Engineer 02,10.78,72,NA
TCK-00539,2026-06-01 09:00:00,,2026-W22,Incident,P3,In Progress,HR System,ATJ,Phone,Engineer 17,Engineer 17,17.98,72,NA
TCK-00540,2026-05-04 14:29:00,2026-05-06 20:29:00,2026-W18,Service Request,P2,Resolved,MES,AC,Phone,Engineer 12,Engineer 12,3.04,24,NA
TCK-00541,2026-04-01 12:34:00,2026-04-02 01:34:00,2026-W13,Change Request,P3,Closed,MES,ATJ,Phone,Engineer 12,Engineer 12,13.85,72,Emergency Change
TCK-00542,2026-06-04 10:00:00,,2026-W22,Service Request,P2,In Progress,SAP,ATJ,Monitoring,Engineer 03,Engineer 17,4.63,24,NA
TCK-00543,2026-06-02 08:00:00,,2026-W22,Incident,P3,Open,SAP,ATD,Teams,Engineer 03,Engineer 15,14.06,72,NA
TCK-00544,2026-03-29 12:42:00,2026-03-31 14:42:00,2026-W13,Service Request,P2,Resolved,Finance System,AC,Teams,Engineer 03,Engineer 03,4.97,24,NA
TCK-00545,2026-06-03 12:00:00,,2026-W22,Service Request,P1,Pending,WMS,ATD,Service Portal,Engineer 01,Engineer 14,0.73,8,NA
TCK-00546,2026-05-20 12:39:00,2026-05-24 05:39:00,2026-W20,Service Request,P3,Resolved,Quality System,AC,Service Portal,Engineer 12,Engineer 12,13.22,72,NA
TCK-00547,2026-05-18 09:18:00,2026-05-20 08:18:00,2026-W20,Incident,P2,Closed,SAP,AC,Phone,Engineer 11,Engineer 11,2.91,24,NA
TCK-00548,2026-05-26 17:34:00,2026-05-29 21:34:00,2026-W21,Service Request,P3,Resolved,AP Portal,ATJ,Teams,Engineer 18,Engineer 18,8.96,72,NA
TCK-00549,2026-05-28 13:54:00,,2026-W21,Change Request,P4,Open,AP Portal,AC,Email,Engineer 13,Engineer 03,4.3,120,Normal Change
TCK-00550,2026-05-18 19:00:00,2026-05-19 22:00:00,2026-W20,Service Request,P4,Closed,SAP,AC,Service Portal,Engineer 09,Engineer 09,12.09,120,NA
TCK-00551,2026-03-29 17:17:00,2026-03-30 18:17:00,2026-W13,Incident,P3,Closed,SAP,ATD,Phone,Engineer 13,Engineer 13,7.78,72,NA
TCK-00552,2026-05-29 21:00:00,,2026-W21,Incident,P2,Pending,HR System,ATD II,Email,Engineer 02,Engineer 02,2.46,24,NA
TCK-00553,2026-06-04 13:00:00,,2026-W22,Change Request,P3,Pending,WMS,ATD,Email,Engineer 05,Engineer 10,11.77,72,Normal Change
TCK-00554,2026-04-02 14:58:00,2026-04-05 16:58:00,2026-W13,Service Request,P3,Closed,Finance System,ATJ,Monitoring,Engineer 05,Engineer 05,17.78,72,NA
TCK-00555,2026-06-02 21:00:00,,2026-W22,Change Request,P4,Pending,WMS,ATJ,Service Portal,Engineer 07,Engineer 01,15.42,120,Emergency Change
TCK-00556,2026-04-24 15:09:00,2026-04-26 15:09:00,2026-W16,Service Request,P2,Resolved,SAP,AC,Email,Engineer 05,Engineer 05,3.11,24,NA
TCK-00557,2026-05-01 18:56:00,2026-05-05 02:56:00,2026-W17,Change Request,P3,Resolved,SAP,AC,Phone,Engineer 13,Engineer 13,7.5,72,Normal Change
TCK-00558,2026-04-13 14:10:00,2026-04-19 15:10:00,2026-W15,Incident,P4,Closed,API Gateway,AC,Service Portal,Engineer 03,Engineer 03,17.78,120,NA
TCK-00559,2026-06-01 19:45:00,,2026-W22,Service Request,P3,Open,AP Portal,ATD II,Service Portal,Engineer 16,Engineer 12,1.32,72,NA
TCK-00560,2026-06-03 20:00:00,,2026-W22,Incident,P2,Pending,AP Portal,AC,Email,Engineer 03,Engineer 03,1.66,24,NA
TCK-00561,2026-06-04 13:00:00,,2026-W22,Incident,P3,In Progress,MES,AC,Email,Engineer 11,Engineer 12,16.07,72,NA
TCK-00562,2026-05-29 13:00:00,,2026-W21,Change Request,P4,Pending,Finance System,ATJ,Phone,Engineer 18,Engineer 02,21.08,120,Standard Change
TCK-00563,2026-04-07 13:54:00,2026-04-08 01:54:00,2026-W14,Incident,P4,Cancelled,API Gateway,ATD,Email,Engineer 13,Engineer 11,16.94,120,NA
TCK-00564,2026-06-03 15:00:00,,2026-W22,Incident,P3,In Progress,MES,ATD II,Email,Engineer 05,Engineer 08,5.89,72,NA
TCK-00565,2026-06-04 02:00:00,,2026-W22,Change Request,P2,Pending,MES,ATJ,Service Portal,Engineer 09,Engineer 09,3.21,24,Normal Change
TCK-00566,2026-06-02 14:00:00,,2026-W22,Change Request,P2,Open,AP Portal,ATD,Phone,Engineer 07,Engineer 04,2.01,24,Normal Change
TCK-00567,2026-03-28 18:46:00,2026-03-30 11:46:00,2026-W12,Service Request,P2,Resolved,API Gateway,AC,Email,Engineer 02,Engineer 02,3.74,24,NA
TCK-00568,2026-06-01 04:00:00,,2026-W22,Service Request,P3,In Progress,SAP,ATD II,Monitoring,Engineer 09,Engineer 13,4.57,72,NA
TCK-00569,2026-05-27 18:37:00,2026-05-29 17:37:00,2026-W21,Service Request,P2,Closed,SAP,AC,Email,Engineer 08,Engineer 08,3.1,24,NA
TCK-00570,2026-04-04 18:53:00,2026-04-05 19:53:00,2026-W13,Incident,P4,Resolved,Finance System,ATD II,Monitoring,Engineer 16,Engineer 16,18.0,120,NA
TCK-00571,2026-03-28 08:11:00,2026-03-31 12:11:00,2026-W12,Change Request,P3,Resolved,API Gateway,AC,Service Portal,Engineer 14,Engineer 14,2.54,72,Normal Change
TCK-00572,2026-06-02 22:00:00,,2026-W22,Service Request,P3,In Progress,Finance System,AC,Email,Engineer 17,Engineer 05,5.94,72,NA
TCK-00573,2026-06-01 23:00:00,,2026-W22,Service Request,P3,Pending,HR System,ATD,Teams,Engineer 04,Engineer 18,8.15,72,NA
TCK-00574,2026-05-14 08:16:00,2026-05-19 14:16:00,2026-W19,Incident,P4,Closed,SAP,AC,Monitoring,Engineer 03,Engineer 03,11.71,120,NA
TCK-00575,2026-05-29 14:00:00,,2026-W21,Service Request,P3,Pending,SAP,ATD II,Service Portal,Engineer 02,Engineer 15,12.34,72,NA
TCK-00576,2026-05-31 00:00:00,,2026-W22,Incident,P2,In Progress,HR System,ATJ,Monitoring,Engineer 16,Engineer 13,2.45,24,NA
TCK-00577,2026-06-01 05:00:00,,2026-W22,Incident,P3,In Progress,Quality System,ATJ,Monitoring,Engineer 13,Engineer 15,4.42,72,NA
TCK-00578,2026-04-19 13:02:00,2026-04-20 14:02:00,2026-W16,Incident,P2,Cancelled,MES,ATJ,Email,Engineer 07,Engineer 08,3.63,24,NA
TCK-00579,2026-06-03 07:00:00,,2026-W22,Incident,P4,Open,MES,ATJ,Teams,Engineer 08,Engineer 17,0.25,120,NA
TCK-00580,2026-06-04 01:00:00,,2026-W22,Service Request,P2,In Progress,WMS,AC,Monitoring,Engineer 13,Engineer 13,4.96,24,NA
TCK-00581,2026-05-05 10:49:00,2026-05-07 03:49:00,2026-W18,Change Request,P2,Cancelled,SAP,AC,Monitoring,Engineer 09,Engineer 13,0.25,24,Normal Change
TCK-00582,2026-06-03 11:00:00,,2026-W22,Service Request,P3,Pending,SAP,ATD,Teams,Engineer 01,Engineer 17,10.04,72,NA
TCK-00583,2026-04-22 12:30:00,2026-04-22 18:30:00,2026-W16,Incident,P2,Closed,Quality System,ATJ,Email,Engineer 14,Engineer 14,2.17,24,NA
TCK-00584,2026-03-26 12:59:00,2026-03-28 18:59:00,2026-W12,Hot Fix,P2,Closed,AP Portal,ATD,Teams,Engineer 13,Engineer 13,2.33,24,NA
TCK-00585,2026-05-05 14:42:00,2026-05-14 01:42:00,2026-W18,Service Request,P3,Resolved,Quality System,AC,Email,Engineer 03,Engineer 03,7.06,72,NA
TCK-00586,2026-04-18 13:33:00,2026-04-21 23:33:00,2026-W15,Service Request,P3,Closed,Finance System,ATD,Teams,Engineer 15,Engineer 15,10.34,72,NA
TCK-00587,2026-05-31 16:00:00,,2026-W22,Service Request,P4,Pending,API Gateway,ATJ,Monitoring,Engineer 03,Engineer 01,13.54,120,NA
TCK-00588,2026-05-29 15:13:00,2026-06-01 13:13:00,2026-W21,Hot Fix,P3,Closed,SAP,ATD II,Phone,Engineer 02,Engineer 02,6.09,72,NA
TCK-00589,2026-06-04 06:00:00,,2026-W22,Service Request,P3,In Progress,SAP,AC,Monitoring,Engineer 02,Engineer 18,14.53,72,NA
TCK-00590,2026-06-04 14:00:00,,2026-W22,Hot Fix,P3,Open,Quality System,ATD,Monitoring,Engineer 15,Engineer 08,19.27,72,NA
TCK-00591,2026-03-30 16:20:00,2026-04-01 11:20:00,2026-W13,Incident,P1,Resolved,API Gateway,ATJ,Phone,Engineer 05,Engineer 05,1.36,8,NA
TCK-00592,2026-06-01 03:00:00,,2026-W22,Change Request,P4,Pending,AP Portal,ATD II,Phone,Engineer 02,Engineer 09,25.05,120,Emergency Change
TCK-00593,2026-06-03 10:00:00,,2026-W22,Service Request,P2,Open,API Gateway,ATD II,Teams,Engineer 16,Engineer 06,4.46,24,NA
TCK-00594,2026-05-29 15:28:00,,2026-W21,Change Request,P4,Pending,Quality System,ATD,Service Portal,Engineer 17,Engineer 01,24.32,120,Normal Change
TCK-00595,2026-06-03 09:00:00,,2026-W22,Service Request,P2,In Progress,Finance System,ATD II,Email,Engineer 07,Engineer 07,4.68,24,NA
TCK-00596,2026-05-30 05:00:00,,2026-W21,Service Request,P4,Pending,AP Portal,ATD,Phone,Engineer 01,Engineer 05,19.21,120,NA
TCK-00597,2026-05-04 09:09:00,2026-05-07 15:09:00,2026-W18,Incident,P3,Closed,MES,AC,Service Portal,Engineer 08,Engineer 08,8.3,72,NA
TCK-00598,2026-05-28 10:00:00,,2026-W21,Service Request,P1,Pending,API Gateway,ATD II,Monitoring,Engineer 17,Engineer 15,1.11,8,NA
TCK-00599,2026-04-09 18:04:00,2026-04-11 00:04:00,2026-W14,Change Request,P1,Closed,WMS,ATJ,Service Portal,Engineer 06,Engineer 06,0.25,8,Normal Change
TCK-00600,2026-06-02 05:00:00,,2026-W22,Incident,P4,Open,MES,ATD,Service Portal,Engineer 17,Engineer 11,6.72,120,NA
TCK-00601,2026-04-19 08:53:00,2026-04-21 19:53:00,2026-W16,Hot Fix,P3,Closed,API Gateway,ATD II,Service Portal,Engineer 14,Engineer 14,10.59,72,NA
TCK-00602,2026-04-12 19:19:00,2026-04-17 13:19:00,2026-W15,Incident,P4,Resolved,SAP,AC,Phone,Engineer 15,Engineer 15,25.42,120,NA
TCK-00603,2026-05-04 14:29:00,2026-05-09 10:29:00,2026-W18,Change Request,P2,Resolved,API Gateway,ATD II,Monitoring,Engineer 14,Engineer 14,3.47,24,Standard Change
TCK-00604,2026-03-30 14:24:00,2026-04-02 18:24:00,2026-W13,Service Request,P3,Closed,Finance System,ATD,Phone,Engineer 04,Engineer 04,13.67,72,NA
TCK-00605,2026-03-31 17:18:00,2026-04-03 03:18:00,2026-W13,Change Request,P2,Resolved,MES,ATJ,Email,Engineer 11,Engineer 11,5.21,24,Standard Change
TCK-00606,2026-06-03 22:00:00,,2026-W22,Change Request,P2,In Progress,MES,AC,Service Portal,Engineer 01,Engineer 12,4.19,24,Normal Change
TCK-00607,2026-06-04 00:00:00,,2026-W22,Incident,P1,In Progress,SAP,ATD II,Email,Engineer 06,Engineer 09,1.51,8,NA
TCK-00608,2026-04-29 19:25:00,2026-04-30 08:25:00,2026-W17,Change Request,P4,Resolved,HR System,ATD,Phone,Engineer 11,Engineer 11,21.8,120,Normal Change
TCK-00609,2026-03-30 10:29:00,2026-04-03 01:29:00,2026-W13,Service Request,P4,Closed,Finance System,ATJ,Monitoring,Engineer 11,Engineer 11,33.0,120,NA
TCK-00610,2026-03-27 17:18:00,2026-03-29 07:18:00,2026-W12,Service Request,P1,Resolved,MES,ATJ,Email,Engineer 15,Engineer 15,1.63,8,NA
TCK-00611,2026-05-02 12:06:00,2026-05-08 06:06:00,2026-W17,Incident,P4,Resolved,HR System,ATJ,Email,Engineer 15,Engineer 15,19.22,120,NA
TCK-00612,2026-03-25 10:52:00,2026-03-30 08:52:00,2026-W12,Hot Fix,P3,Closed,MES,AC,Phone,Engineer 03,Engineer 03,16.41,72,NA
TCK-00613,2026-03-19 10:36:00,2026-03-22 02:36:00,2026-W11,Incident,P3,Resolved,AP Portal,ATD,Monitoring,Engineer 06,Engineer 06,5.06,72,NA
TCK-00614,2026-06-02 21:00:00,,2026-W22,Incident,P1,In Progress,WMS,ATJ,Email,Engineer 10,Engineer 03,2.22,8,NA
TCK-00615,2026-06-03 11:00:00,,2026-W22,Incident,P3,In Progress,API Gateway,ATJ,Phone,Engineer 14,Engineer 07,6.48,72,NA
TCK-00616,2026-06-03 03:00:00,,2026-W22,Change Request,P4,In Progress,AP Portal,ATD,Teams,Engineer 05,Engineer 17,21.62,120,Emergency Change
TCK-00617,2026-03-26 16:11:00,2026-03-30 04:11:00,2026-W12,Hot Fix,P3,Closed,AP Portal,AC,Teams,Engineer 16,Engineer 16,6.51,72,NA
TCK-00618,2026-06-02 19:00:00,,2026-W22,Service Request,P3,Open,WMS,AC,Email,Engineer 18,Engineer 08,11.74,72,NA
TCK-00619,2026-06-02 07:00:00,,2026-W22,Incident,P3,In Progress,MES,AC,Teams,Engineer 03,Engineer 08,4.9,72,NA
TCK-00620,2026-06-03 09:00:00,,2026-W22,Incident,P3,In Progress,API Gateway,ATD II,Teams,Engineer 07,Engineer 15,17.66,72,NA
TCK-00621,2026-05-31 12:00:00,,2026-W22,Service Request,P1,Pending,MES,ATD,Monitoring,Engineer 14,Engineer 11,0.5,8,NA
TCK-00622,2026-06-02 13:00:00,,2026-W22,Incident,P3,Pending,Quality System,ATD,Teams,Engineer 01,Engineer 02,11.98,72,NA
TCK-00623,2026-06-01 18:00:00,,2026-W22,Incident,P3,Pending,MES,AC,Teams,Engineer 10,Engineer 02,19.35,72,NA
TCK-00624,2026-05-13 08:27:00,2026-05-16 21:27:00,2026-W19,Service Request,P3,Resolved,SAP,ATD,Email,Engineer 16,Engineer 16,13.89,72,NA
TCK-00625,2026-05-15 17:52:00,2026-05-18 00:52:00,2026-W19,Service Request,P2,Resolved,API Gateway,ATD II,Email,Engineer 15,Engineer 15,4.81,24,NA
TCK-00626,2026-03-27 16:59:00,2026-03-27 17:59:00,2026-W12,Incident,P3,Resolved,SAP,ATD II,Phone,Engineer 17,Engineer 17,8.43,72,NA
TCK-00627,2026-04-13 11:00:00,2026-04-14 20:00:00,2026-W15,Service Request,P3,Resolved,HR System,ATD,Teams,Engineer 01,Engineer 01,12.62,72,NA
TCK-00628,2026-06-03 08:00:00,,2026-W22,Hot Fix,P1,In Progress,SAP,AC,Teams,Engineer 18,Engineer 17,1.47,8,NA
TCK-00629,2026-05-31 11:00:00,,2026-W22,Change Request,P4,Pending,MES,ATD,Teams,Engineer 07,Engineer 06,26.24,120,Emergency Change
TCK-00630,2026-03-30 10:53:00,2026-04-06 06:53:00,2026-W13,Change Request,P4,Resolved,AP Portal,ATD,Email,Engineer 08,Engineer 08,6.15,120,Normal Change
TCK-00631,2026-03-23 09:33:00,2026-03-26 18:33:00,2026-W12,Change Request,P4,Resolved,HR System,ATJ,Teams,Engineer 06,Engineer 06,10.67,120,Normal Change
TCK-00632,2026-06-03 14:00:00,,2026-W22,Incident,P2,Pending,MES,ATJ,Phone,Engineer 13,Engineer 07,3.09,24,NA
TCK-00633,2026-04-10 09:57:00,2026-04-11 12:57:00,2026-W14,Incident,P4,Closed,HR System,ATJ,Monitoring,Engineer 18,Engineer 18,15.04,120,NA
TCK-00634,2026-06-03 23:00:00,,2026-W22,Incident,P1,In Progress,Finance System,ATD,Phone,Engineer 05,Engineer 05,1.14,8,NA
TCK-00635,2026-05-31 20:00:00,,2026-W22,Hot Fix,P3,Pending,SAP,ATJ,Phone,Engineer 03,Engineer 05,12.33,72,NA
TCK-00636,2026-04-13 16:11:00,2026-04-16 12:11:00,2026-W15,Incident,P3,Closed,SAP,ATJ,Teams,Engineer 09,Engineer 09,4.26,72,NA
TCK-00637,2026-05-11 12:19:00,2026-05-15 21:19:00,2026-W19,Incident,P3,Resolved,WMS,ATD,Service Portal,Engineer 11,Engineer 11,11.75,72,NA
TCK-00638,2026-04-12 14:44:00,2026-04-12 18:44:00,2026-W15,Incident,P4,Resolved,HR System,ATD,Teams,Engineer 17,Engineer 17,13.14,120,NA
TCK-00639,2026-05-28 21:00:00,,2026-W21,Change Request,P3,In Progress,MES,AC,Teams,Engineer 02,Engineer 09,6.69,72,Normal Change
TCK-00640,2026-03-29 16:19:00,2026-03-31 00:19:00,2026-W13,Incident,P3,Closed,SAP,AC,Phone,Engineer 03,Engineer 03,10.79,72,NA
TCK-00641,2026-06-02 13:00:00,,2026-W22,Service Request,P3,In Progress,Finance System,ATJ,Phone,Engineer 08,Engineer 18,13.67,72,NA
TCK-00642,2026-05-02 15:05:00,2026-05-05 20:05:00,2026-W17,Incident,P4,Closed,API Gateway,AC,Teams,Engineer 02,Engineer 02,6.07,120,NA
TCK-00643,2026-06-04 09:00:00,,2026-W22,Service Request,P3,Open,AP Portal,ATD,Service Portal,Engineer 11,Engineer 13,4.99,72,NA
TCK-00644,2026-05-29 13:00:00,,2026-W21,Change Request,P4,Pending,Finance System,ATD,Monitoring,Engineer 05,Engineer 03,16.48,120,Normal Change
TCK-00645,2026-06-02 19:00:00,,2026-W22,Service Request,P2,Open,API Gateway,ATD II,Service Portal,Engineer 08,Engineer 03,1.39,24,NA
TCK-00646,2026-05-30 12:00:00,,2026-W21,Hot Fix,P4,Open,Finance System,ATJ,Email,Engineer 07,Engineer 01,21.67,120,NA
TCK-00647,2026-05-04 18:55:00,2026-05-08 12:55:00,2026-W18,Service Request,P3,Resolved,SAP,ATD,Monitoring,Engineer 07,Engineer 07,2.86,72,NA
TCK-00648,2026-05-28 23:00:00,,2026-W21,Service Request,P3,Pending,AP Portal,ATD,Service Portal,Engineer 08,Engineer 11,15.68,72,NA
TCK-00649,2026-04-28 12:13:00,2026-05-02 12:13:00,2026-W17,Hot Fix,P3,Resolved,SAP,ATD II,Email,Engineer 01,Engineer 01,15.9,72,NA
TCK-00650,2026-06-01 17:00:00,,2026-W22,Service Request,P4,Pending,SAP,ATD,Phone,Engineer 13,Engineer 14,7.37,120,NA
TCK-00651,2026-03-28 17:44:00,2026-03-30 19:44:00,2026-W12,Incident,P3,Resolved,MES,ATD,Phone,Engineer 07,Engineer 07,15.92,72,NA
TCK-00652,2026-05-27 08:38:00,2026-05-28 15:38:00,2026-W21,Incident,P1,Closed,AP Portal,AC,Teams,Engineer 17,Engineer 17,0.9,8,NA
TCK-00653,2026-05-13 10:20:00,2026-05-17 10:20:00,2026-W19,Service Request,P3,Closed,MES,ATD,Service Portal,Engineer 03,Engineer 03,14.63,72,NA
TCK-00654,2026-06-03 20:00:00,,2026-W22,Incident,P3,Open,MES,ATJ,Email,Engineer 03,Engineer 18,7.26,72,NA
TCK-00655,2026-04-28 08:37:00,2026-04-28 13:37:00,2026-W17,Incident,P4,Resolved,API Gateway,AC,Service Portal,Engineer 14,Engineer 14,24.08,120,NA
TCK-00656,2026-03-30 09:15:00,2026-03-31 14:15:00,2026-W13,Hot Fix,P3,Resolved,SAP,ATJ,Service Portal,Engineer 18,Engineer 18,9.04,72,NA
TCK-00657,2026-05-28 11:35:00,,2026-W21,Change Request,P4,In Progress,AP Portal,ATD,Monitoring,Engineer 01,Engineer 10,20.78,120,Normal Change
TCK-00658,2026-05-29 19:44:00,2026-05-30 19:44:00,2026-W21,Incident,P2,Closed,SAP,ATD,Phone,Engineer 03,Engineer 03,2.41,24,NA
TCK-00659,2026-03-18 08:29:00,2026-03-21 04:29:00,2026-W11,Incident,P3,Closed,Finance System,AC,Monitoring,Engineer 05,Engineer 05,5.79,72,NA
TCK-00660,2026-06-02 19:00:00,,2026-W22,Change Request,P3,Pending,SAP,ATD II,Phone,Engineer 06,Engineer 06,2.97,72,Emergency Change
TCK-00661,2026-06-04 13:00:00,,2026-W22,Change Request,P2,Open,AP Portal,ATD,Phone,Engineer 01,Engineer 16,4.04,24,Normal Change
TCK-00662,2026-06-01 10:24:00,2026-06-04 11:24:00,2026-W22,Hot Fix,P3,Resolved,MES,ATJ,Email,Engineer 10,Engineer 10,10.36,72,NA
TCK-00663,2026-03-16 09:46:00,2026-03-20 16:46:00,2026-W11,Incident,P4,Closed,SAP,AC,Teams,Engineer 03,Engineer 03,9.5,120,NA
TCK-00664,2026-06-01 21:00:00,,2026-W22,Service Request,P3,In Progress,WMS,ATD,Teams,Engineer 16,Engineer 02,5.38,72,NA
TCK-00665,2026-06-03 22:00:00,,2026-W22,Change Request,P3,In Progress,WMS,ATD II,Phone,Engineer 06,Engineer 05,9.89,72,Standard Change
TCK-00666,2026-06-02 02:00:00,,2026-W22,Incident,P2,In Progress,HR System,ATD II,Monitoring,Engineer 07,Engineer 05,5.26,24,NA
TCK-00667,2026-05-31 00:00:00,,2026-W22,Service Request,P3,Pending,API Gateway,AC,Phone,Engineer 14,Engineer 01,0.73,72,NA
TCK-00668,2026-06-03 08:00:00,,2026-W22,Service Request,P2,Open,Finance System,ATJ,Email,Engineer 07,Engineer 04,4.7,24,NA
TCK-00669,2026-04-17 18:33:00,2026-04-21 04:33:00,2026-W15,Service Request,P3,Closed,SAP,AC,Service Portal,Engineer 05,Engineer 05,13.47,72,NA
TCK-00670,2026-06-01 03:00:00,,2026-W22,Incident,P4,In Progress,SAP,ATD,Monitoring,Engineer 12,Engineer 11,29.67,120,NA
TCK-00671,2026-06-04 13:00:00,,2026-W22,Incident,P3,In Progress,AP Portal,AC,Service Portal,Engineer 16,Engineer 17,18.73,72,NA
TCK-00672,2026-04-06 09:55:00,2026-04-06 11:55:00,2026-W14,Change Request,P2,Closed,HR System,ATJ,Service Portal,Engineer 16,Engineer 16,5.28,24,Normal Change
TCK-00673,2026-05-11 15:28:00,2026-05-13 17:28:00,2026-W19,Service Request,P4,Closed,Quality System,AC,Phone,Engineer 05,Engineer 05,37.17,120,NA
TCK-00674,2026-05-30 10:00:00,,2026-W21,Hot Fix,P4,Pending,Quality System,ATJ,Teams,Engineer 10,Engineer 09,7.77,120,NA
TCK-00675,2026-04-27 09:50:00,2026-05-04 17:50:00,2026-W17,Change Request,P3,Resolved,AP Portal,AC,Teams,Engineer 15,Engineer 15,16.99,72,Normal Change
